Question,Even_Further_Improved_Cleaned_Answer
请问这个怎么看能不能组成双通道呀,有地方装两个内存条就能组双通道;但是基本上所有的主板都最少有两个内存插槽;还有就是硬盘和主板要有什么匹配的吗，还是只要接口能对上就行;啊上次那个同学和我说需要某个编号相近来着;现在的话;这只是保证内存兼容性;能对上就行;是否双通只和主板内存插槽布线有关;哦哦好的;@偷走一年光;那这个呢;笔记本双槽插满就是双通;台式四槽A1A2，B1B2一对一对插也是双通;对上基本协议就没问题;OK了解了;然后内存型号不同的话最终生效频率按多条中能支持的最低频率来看;台式机显卡驱动异常装也装不上咋整啊;是显卡坏了吗;重启试试;重启完了也装不上;[图片];深海吟鱼加入本群。
请问笔记本触摸板坏了是不是主要是驱动问题还是什么问题呀,这都有可能吧;好的好的，谢谢同学！
请问我想重装一下Win11系统怎么办,预约;要找谁预约呢;itxia.club;可以看一眼群公告（;好的;名侦探柯基撤回了一条消息，你猜猜撤回了什么。;打扰一下大家，想问一下电脑打不开ChatGPT是怎么回事。;电脑浏览器没问题（其他网站和外网能打开）梯子也没问题（在手机上可以打开ChatGPT）电脑上打开ChatGPT显示的是;err_connection_closed[表情]好诡异啊啊;很正常吧，我有时候也打不开，第二天就好了
我想请问一下，我昨天预约之后，没有同学联系我，这是需要等多久呢,"@|˄·͈༝·͈˄₎.｡oO;@|˄·͈༝·͈˄₎.｡oO;哦这样子吗（）那我再等等[表情];@偷走一年光;不好意思，具体的等待时间很难说，要根据单子难度以及擅长对应方面的社员的空闲时间来看;OK没事，我先线上咨询;游戏本对多久关一次机有要求吗（）;这有什么要求，想关就关;要是觉得有问题，可以重启解决90%问题（确信）;彳亍;内存条购买一般有什么要求吗;正规渠道(京东自营等)，正经品牌，剩下的根据容量和频率随便买就行了;看好板子和cpu支持的频率上限，明确自己的需求，预算;频率在哪里看呀;你把你的主板和CPU配置发出来;你是院里发的主机吗;群友帮你看;你办公用的话随买个3200的都够了;@记得补考离散;@记得补考离散;附议;@电脑进水不要开机！！！;@电脑进水不要开机！！！;是的吧;设备名称;DESKTOP-BBNS666;处理器;Intel(R);Core(TM);i5-9500;CPU;@;3.00GHz;3.00;GHz;机带;RAM;8.00;GB;(7.79;GB;可用);设备;ID;47D4ABB0-9E6C-403E-9B65-31DE66148827;产品;ID;00342-35816-26038-AAOEM;系统类型;64;位操作系统,;基于;x64;的处理器;笔和触控;没有可用于此显示器的笔或触控输入;@记得补考离散;OK@记得补考离散;9代i5买2666的就行;草，好像是和我发到的同款垃圾主机(bushi);这配置好熟悉（;[表情][表情];我前天也才发过;@记得补考离散;@记得补考离散;3200是xmp标准，给品牌整机用智能识别到2133/2400;奥，这么拉啊;那用ddr3就行了;买2666的条基本上都是jedec标准，还便宜;我不知道有支持ddr3的lga1151处理器;2023-10-19;16:21:41;[IT侠]水龙(1968307502);;你不是预约了吗;等预约单有人接单线下给你拆开来看了就有答案了……;[图片];前几天才买了两条这玩意，给品牌机用够了;类似的普条基本可以闭眼买，反正内存终身质保;能不能教教我怎么在d4的槽里插d3;能不能教教我怎么在d4的槽里插d3;@[IT侠]水龙;@[IT侠]水龙;我老师已经在催我给她发京东截图了;双十一也没到呢;组里能报的那就无所谓了其实（;能报的多少米没区别吧;还是有的吧，第一次报我也不敢弄得太浮夸;这种频率的内存很便宜;没事的，报销都是小事;2023-10-19;16:56:57;偷走一年光(643280193);;@DON'T;PANIC（已毕业）;我都只敢报8G的;但买散件是不一定能报销的，要看组内报销政策，因为资产处一般规定1000以上才能做成固定资产做审核，因此有的组怕公费私用会规定凑1000以上的件达到做固定资产的标准;买两个16老师可能会觉得我在办公室里玩3A大作;这个意思是要捡贵的买吗[表情];但也有的组因为1000以上要强制做固定资产，审核很麻烦反而更提倡这种硬件限额1000以下地买;有点难绷了;你这电脑打个3a给我看看;所以报销政策得找你们组的RA问清;;2023-10-19;16:59:12;Iori<hey_2_ke@outlook.com>;[图片];;2023-10-19;16:59:12;幻影Hazer(331327543);;能流畅运行office三件套都不错了;（）;2023-10-19;16:59:26;Iori<hey_2_ke@outlook.com>;好歹也是个9代i5;你能运行QQ吗，能运行QQ就是能运行3A（;虚幻五是吧;@[IT侠]BUG人肉排雷者;@[IT侠]BUG人肉排雷者;我们是这样的;2023-10-19;17:01:24;DON'T;PANIC（已毕业）(1695711472);;所以前不久趁着4T固态999的时候买了（;[图片];@DON'T;PANIC（已毕业）;有水平的;买两个16没问题吧;加起来也就200多;两台电脑，要买四个;柚之加入本群。;少游撤回了一条消息;tiplus;5000;350;1t值得买吗;正在用;用了小一年没什么问题"
MacBook 刚刚关的时候屏幕被数据线压花了，买了不到一年但是没有ac，请问怎么修比较好呀,大概还是找官方售后，MacBook的维修步骤比较繁琐，社员能接的概率不算太高，只能作为低预期方案（;尝试走店保（看过外屏没坏，给保的案例），不行再看你需求，对屏幕要求比较高的话走官方付费维修，比较低随便找个维修店;@少游;@少游;小贵，可以等等;反正双11快了;想买就买;双十一不一定会降价;不好说，反正就这么几天了，等等也没啥吧;[图片];笑死;这两个月固态确实涨价厉害;好的，谢谢二位！！@【IT侠】一款吉祥物;@好好睡觉;电脑电量耗尽后重新充电开机，发现键盘失灵可能是什么原因呀[表情];外星人x14，之前也有过这种情况，忘了最后怎么好的;怎么个失灵法，部分键按不出来？之前出现这种情况的时候也是耗电完毕吗;外星人;要不直接找售后吧（（;售后呀;外星人应该有全智服务的;可以上门的;2023-10-20;1:13:30;系统消息(1000000);;白念加入本群。;[图片];怎么放电呢;要拆机吗;B站有教程;担心的话就去itxia挂个单吧;[图片];重装了一下驱动解决了;感谢;好像是因为很久没更新;没事;我以为你已经刷过驱动了才来问的;我的我的;[图片];电脑的电源适配器好像坏了（因为用别人的似乎能充上），这个it侠能修吗（）;[图片];如果确定是电源适配器坏了的话不能;不能;不过想要拿过来确定问题还是可以的;工作室电源线挺多的
好谢谢，那请问中午工作室有同学在吗，以及我可以直接过来吗我有点急[表情][表情],有没有人在不好说[表情];最好还是不要直接过来吧;可以在预约系统里写你比较着急;好谢谢！;2023-10-23;9:37:50;【小白】当归（闭关版）(3214793385);;有uu知道怎么在colab里装python3.6的环境吗;刚问问这个[表情][图片];有没有uu遇到过;推荐用conda管理不同版本的python;校园卡怎么充啊？显示无此客户信息;请咨询itsc;估计是上一次事故后遗症吧;@[IT侠]及时备份数据，善用搜索引擎;@[IT侠]及时备份数据，善用搜索引擎;colab里面好像用conda挺麻烦的[表情];@当归（闭关版）;colab的Python不是预先定义的吗;如果我后面来迁移系统的话;是不是现在要先把电脑里的数据保存一下;可以;过来之后叫接单的同学来搞也可以;[图片];就是有很多软件要重装比较麻烦;还是建议先备份;2023-10-23;18:26:06;【小白】Sowa;Minerwy(948001371);;预约吧;360都处理不了的木马，估计也没多少人能处理了（）;建议重装（;[图片]
请问华为p30昨晚开始一直反复重启，有时进入系统后用一会儿就又重启了，甚至进入系统恢复模式，这种情况该怎么办呢,找客服;好的，我先问问;@Fibonacci;@Fibonacci;经典CPU虚焊;如果里面东西备份了的话，直接找客服花二百多块钱修一下就行了;你也可以看看CPU调度，确认一下是不是虚焊;手机上怎么查看cpu调度呢
请问预约以后一周内会收到短信吗,@电脑小白;应该会的;也可以催催;好的[表情];[图片];问一下这种华为备份文件怎么批量删除后缀啊;让gpt给你写个代码;@[IT侠]水龙;有道理;powertoys);powerrename;隶属于powertoys;[图片];落花似人加入本群。;能换就好;看着磕碜;嗯;如果愿意自己买个好壳;it侠大概也能把壳装上吧;但是刚买的还是先去官方;[图片];求助;最近电脑在校外开机使用然后带到校内就找不到网络，之前没有这个问题，现在每次都要重启才能找到校园网;[图片];好像有这种情况;我都是关闭无线网重新打开就连上了;无线网在哪里关闭呀？;我在外面确实是插了网线;求助;[图片];PI;N忘记了;戴尔电脑;想起来了;没事了;[图片];想问一下dx11现在怎么下载;这东西不是Windows自带的吗[表情];刚才玩游戏报错显示没了;我记得有个专门补dll的软件之类的;https://www.microsoft.com/en-us/download/details.aspx?id=17431;这是11的下载;好的谢谢
请问联想电脑突然黑屏但是键盘还亮着光风扇在运行，这是主板又又坏了吗,
请问华为笔记本蓝屏一直显示电脑无法正常启动要怎么处理,[图片]这个自己可能解决不了;2023-10-26;1:09:27;【小白】当归（闭关版）(3214793385);;有没有uu在colab里面成功用了tensorboard[表情];2023-10-26;1:54:51;【IT】二加一等于叁<xiebaokang0131@qq.com>;[图片];2023-10-26;1:55:19;【IT】二加一等于叁<xiebaokang0131@qq.com>;有哪位大佬能给我说一下这是怎么回事，本来还能用，突然就不行了，卸载重装也不行;2023-10-26;8:09:09;【小白】偷走一年光(643280193);
[表情][表情]请问有同学能接单了吗,2023-10-26;8:09:17;【小白】偷走一年光(643280193);;我周一就预约了;2023-10-26;8:57:46;【管理员】[IT侠]及时备份数据，善用搜索引擎(3387257974);;@偷走一年光;应该有同学接单了，但是还没联系你@偷走一年光;2023-10-26;9:07:47;【小白】偷走一年光(643280193);;没事没事，已经有同学联系我了;可以，现在断电别再用了，我们可以拆开晾着;@天光破云;我们明天尽量早点给您解决;好的，谢谢;先预约吧;2023-10-28;8:57:04;【小白】贝塔，贝塔，我是舒克(312485744);
想请问这周初预约了现在还没有被接单[表情][表情][表情],2023-10-28;9:02:52;【小白】[IT侠]香菜(2783747909);;是哪一单呢？;2023-10-28;9:08:43;【小白】贝塔，贝塔，我是舒克(312485744);;电池充不上电[表情][表情][表情];2023-10-28;9:10:37;【小白】[IT侠]香菜(2783747909);;你今天上午有空吗;2023-10-28;9:14:31;【小白】重装不如重买(2655764382);;@浮光;@浮光;我好像就是局域网共享文件夹;2023-10-28;9:14:39;【小白】重装不如重买(2655764382);;协议不太懂讷;2023-10-28;9:20:15;【小白】五年红薯干(1204139878);;windows系统那个就是smb;学校把端口屏蔽了;2023-10-28;9:20:32;【小白】五年红薯干(1204139878);;如果是在你自己的一个路由器下是可以的;2023-10-28;9:22:01;【小白】重装不如重买(2655764382);;哦！那可能我们实验室用的路由器;2023-10-28;9:22:05;【小白】重装不如重买(2655764382);;没考虑这么多;2023-10-28;9:26:15;【小白】[IT侠]香菜(2783747909);;@贝塔，贝塔，我是舒克;我看了后台，你似乎已经把自己的预约单取消了。你要不再检查一下？;2023-10-28;9:42:31;【小白】贝塔，贝塔，我是舒克(312485744);;我是取消了一次，但我又预约了一下，难道没有预约成功嘛？[表情][表情][表情];2023-10-28;9:43:58;【小白】[IT侠]香菜(2783747909);;似乎没有;2023-10-28;9:44:58;【小白】贝塔，贝塔，我是舒克(312485744);;好得;我再约下;2023-10-28;9:46:17;【小白】贝塔，贝塔，我是舒克(312485744);;约好啦！
请问电脑设备管理器里没有NVIDIA应该怎么安装呀,
想请问it侠可以看手机的问题嘛？,具体讲讲呢;是涉及硬件的问题吗;突然开不了机了黑屏了;可能是主板的问题;确定是主板问题的话应该修不了;（电脑的主板问题我们也没法解决啊;主板问题的话尽快找售后;好的好的，谢谢大家！;[图片]
请问这个问题怎么处理，手机的照片没办法传到电脑,似乎是没给文件权限;应该是的，但是我在设置找不到搁哪授权[表情];这是通过“我的手机”连接的吗（好奇;时臣加入本群。;大家有啥单核性能比较强的游戏本推荐吗，预算7000r，主要打p社游戏;要素齐全[表情][表情];先预约;预约了已经;有无用机械革命的uu[表情]想换电脑了，不知道有没有uu可以分享一下感受;极光PRO离电很卡，CPU频率低;@[IT侠]水龙;升级bios之后会变好，但是续航只剩一小时了;想买旷世16pro这款;@追求性价比在闲鱼买电子产品其实还可以;续航无所谓;我不太会保养，之前的商务本续航都被我干到一个小时了，基本都得插电用;旷世我记得就是极光PROMAX？;[图片];这个;可以加点钱买大白龙吧
